vastuu,lc,lpref,lalts,lLTs,PÄÄTÖS,KOMMENTIT,yc,ypref,yLTs,tyyppi
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L323,ilman saastuminen,,saastuminen,exactMatch,,http://www.yso.fi/onto/yso/p5030,ilman saastuminen,ympäristön saastuminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L324,ilmanlaatu,,,exactMatch,,http://www.yso.fi/onto/yso/p5028,ilmanlaatu,laatu,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L325,ilmansuojelu,,ympäristönsuojelu,exactMatch,,http://www.yso.fi/onto/yso/p15161,ilmansuojelu,ympäristönsuojelu,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L326,ilmasto,,,exactMatch,,http://www.yso.fi/onto/yso/p5639,ilmasto,luonnontieteelliset järjestelmät,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L328,ilmastonmuutokset,,,exactMatch,,http://www.yso.fi/onto/yso/p5729,ilmastonmuutokset,ympäristönmuutokset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L330,ilves,,petoeläimet,exactMatch,,http://www.yso.fi/onto/yso/p13588,ilves,kissaeläimet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L331,inarinsaame,,saamen kieli,exactMatch,,http://www.yso.fi/onto/yso/p25599,inarinsaame,saamen kieli,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L332,inarinsaamelaiset,,saamelaiset,exactMatch,,http://www.yso.fi/onto/yso/p25252,inarinsaamelaiset,saamelaiset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L16,inuitit,eskimot,alkuperäiskansat (Pohjoiset kansat),exactMatch,,http://www.yso.fi/onto/yso/p10015,inuitit,eskimot,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L337,isojako,,maanjako,exactMatch,,http://www.yso.fi/onto/yso/p13885,isojako,maanjako,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L339,itsehallinto,,,exactMatch,,http://www.yso.fi/onto/yso/p7105,itsehallinto,yhteiskunnalliset ominaisuudet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L341,itsemäärääminen,,,exactMatch,,http://www.yso.fi/onto/yso/p9164,itsemäärääminen,kognitio,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1174,Itä-Siperian meri,,Jäämeri,exactMatch,,http://www.yso.fi/onto/yso/p111541,Itä-Siperian meri,,P
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L342,itäsaamelaiset,,saamelaiset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1175,Jakutia,,,exactMatch,,http://www.yso.fi/onto/yso/p117190,Jakutia,Venäjä,P
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L21,jakuutit,,alkuperäiskansat (Pohjoiset kansat),exactMatch,,http://www.yso.fi/onto/yso/p24093,jakuutit,aasialaiset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L345,jalkineet,,,exactMatch,,http://www.yso.fi/onto/yso/p3664,jalkineet,pukineet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1177,Jamalin Nenetsia,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1179,Jamalin niemimaa,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1159,Jan Mayen,,Arktis,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L351,jatulintarhat,,muinaisjäännökset,exactMatch,,http://www.yso.fi/onto/yso/p27547,jatulintarhat,labyrintit,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L353,jatulit,,yliluonnolliset olennot,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L356,joiut,,kansanmusiikki : saamelaiset,exactMatch,,http://www.yso.fi/onto/yso/p18242,joiut,laulut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L361,jokisaamelaiset,,saamelaiset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L363,joulu,,,exactMatch,,http://www.yso.fi/onto/yso/p419,joulu,vuotuisjuhlat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L364,jouluevankeliumi,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L365,joulukertomukset,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L307,joulukoristeet,,,exactMatch,,http://www.yso.fi/onto/yso/p8683,joulukoristeet,koristeet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L366,joulukortit,,,exactMatch,,http://www.yso.fi/onto/yso/p25551,joulukortit,postikortit,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L367,joulukuuset,,,exactMatch,,http://www.yso.fi/onto/yso/p5554,joulukuuset,käyttöön liittyvä rooli,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L368,joululaulut,,,exactMatch,,http://www.yso.fi/onto/yso/p16560,joululaulut,laulut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L369,joululehdet,,,exactMatch,,http://www.yso.fi/onto/yso/p16609,joululehdet,aikakauslehdet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L370,joulunäytelmät,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L372,joulupukit,,,exactMatch,,http://www.yso.fi/onto/yso/p417,joulupukit,toimintaan liittyvä rooli,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L373,joulurunot,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L374,joutsenet,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p11560,joutsenet,sorsat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L214,jumalat,,mytologia; etniset uskonnot,exactMatch,,http://www.yso.fi/onto/yso/p7943,jumalat,uskonnolliset tuotokset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L377,jutaminen,,poropaimentolaisuus; poronhoito : paimentolaiset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L381,juurityöt,,käsityöt,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L383,jäkälät,,,exactMatch,,http://www.yso.fi/onto/yso/p10796,jäkälät,sienet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L385,jälleenrakennus,,,exactMatch,,http://www.yso.fi/onto/yso/p5854,jälleenrakentaminen,rakentaminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L388,jänkäkurppa,,linnut,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L333,järvisaamelaiset,,saamelaiset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L389,jätkänkynttilä,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L391,jätkät,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L354,jättiläiset,,yliluonnolliset olennot,exactMatch,,http://www.yso.fi/onto/yso/p4155,jättiläiset,taruolennot; satuolennot,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L395,jää,,,exactMatch,,http://www.yso.fi/onto/yso/p682,jää,vesi,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L397,jääkarhu,,karhut,exactMatch,,http://www.yso.fi/onto/yso/p14182,jääkarhu,karhut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L249,jääkaudet,,,exactMatch,,http://www.yso.fi/onto/yso/p8231,jääkaudet,geologiset kaudet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L400,Jäämeren kysymys,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1180,Jäämeri,Pohjoinen jäämeri,,exactMatch,,http://www.yso.fi/onto/yso/p105398,Pohjoinen jäämeri,,P
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L401,jäänmurtajat,,,exactMatch,,http://www.yso.fi/onto/yso/p11611,jäänmurtajat,laivat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L402,jäänveisto,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L405,jääpeite,,,exactMatch,,http://www.yso.fi/onto/yso/p9352,jääpeite,peitteet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L406,jääpurjehdus,,talviurheilu,exactMatch,,http://www.yso.fi/onto/yso/p2257,jääpurjehdus,talviurheilu,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L408,jäätiköt,,,exactMatch,,http://www.yso.fi/onto/yso/p3787,jäätiköt,luonnon muodostamat alueet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L410,jäätyminen,,,exactMatch,,http://www.yso.fi/onto/yso/p18750,jäätyminen,jähmettyminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L411,jäävuoret,,,exactMatch,,http://www.yso.fi/onto/yso/p20516,jäävuoret,jäätiköt,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L153,kaamos,,aurinko; tähtitiede,exactMatch,kts lap hiearkia,http://www.yso.fi/onto/yso/p19139,kaamos,luonnontieteelliset ajanjaksot,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L116,kaamosmasennus,,,exactMatch,,http://www.yso.fi/onto/yso/p14769,kaamosmasennus,masennus,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L412,kaarnikka,,luonnonmarjat; marjat,exactMatch,"exactMatch, mutta miksi kaksi käsitettä samalle marjalle? eikö kyseessä ole altLabel?",http://www.yso.fi/onto/yso/p19651,variksenmarja,variksenmarjakasvit,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L414,kaasunporaus,,,exactMatch,,http://www.yso.fi/onto/yso/p1391,kaasunporaus,käyttöönottava muuttaminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L417,kainulaiset,,muinaiskansat,nonMatch,,http://www.yso.fi/onto/yso/p3179,kveenit,ulkosuomalaiset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L106,kaivaukset,arkeologiset kaivaukset,,exactMatch,,http://www.yso.fi/onto/yso/p14173,kaivaukset,ihmisen määrittämät paikat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L166,kaivokset,,,exactMatch,,http://www.yso.fi/onto/yso/p18684,kaivokset,ihmisen määrittämät paikat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L435,kaivostoiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p3143,kaivostoiminta,käyttöönottava muuttaminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L436,kajakit,,,exactMatch,,http://www.yso.fi/onto/yso/p5225,kajakit,kanootit,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L438,kaksikielisyys,,,exactMatch,,http://www.yso.fi/onto/yso/p10956,kaksikielisyys,yhteiskunnalliset ominaisuudet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L441,kalajumalat,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L443,kalakannat,,,exactMatch,,http://www.yso.fi/onto/yso/p8529,kalakannat,eläinkannat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L445,kalanistutus,,,exactMatch,,http://www.yso.fi/onto/yso/p5097,kalanistutus,istutus,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L446,kalanviljely,,,exactMatch,,http://www.yso.fi/onto/yso/p5096,kalanviljely,vesiviljely (kalatalous),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L334,kalastajasaamelaiset,,kalastajat; saamelaiset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L448,kalastajat,,,exactMatch,,http://www.yso.fi/onto/yso/p2592,kalastajat,ammatit,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L86,kalastus,,,exactMatch,,http://www.yso.fi/onto/yso/p1686,kalastus,pyynti,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L458,kalastuskunnat,,,exactMatch,,http://www.yso.fi/onto/yso/p5418,kalastuskunnat,organisaatiot (järjestelmät),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L459,kalastusmatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p19033,kalastusmatkailu,matkailu,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L460,kalastusoikeus,,,exactMatch,,http://www.yso.fi/onto/yso/p2320,kalastusoikeus,oikeudet (edut),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L461,kalastuspaikat,,,exactMatch,,http://www.yso.fi/onto/yso/p345,kalastuspaikat,ihmisen määrittämät paikat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L462,kalastusvälineet,,pyyntivälineet,exactMatch,,http://www.yso.fi/onto/yso/p2266,kalastusvälineet,pyyntivälineet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L272,kalat,,,exactMatch,,http://www.yso.fi/onto/yso/p901,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L478,kalatalous,,,exactMatch,,http://www.yso.fi/onto/yso/p4802,kalatalous,elinkeinot,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L479,kalateollisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p20466,kalateollisuus,elintarviketeollisuus,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L480,kalatiet,kalaportaat,,exactMatch,,http://www.yso.fi/onto/yso/p14858,kalatiet,kulkuväylät,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L481,kalavedet,,,exactMatch,,http://www.yso.fi/onto/yso/p348,kalavedet,vesialueet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L482,kalliokiipeily,,,exactMatch,,http://www.yso.fi/onto/yso/p18523,kalliokiipeily,kiipeily,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L484,kalliotaide,kalliopiirrokset; kalliomaalaukset,,exactMatch,,http://www.yso.fi/onto/yso/p13027,kalliotaide,esihistoriallinen taide,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L346,kallokkaat,,jalkineet,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L138,kammit,,asunnot,exactMatch,,http://www.yso.fi/onto/yso/p28216,kammit,asumukset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L437,kanootit,,,exactMatch,,http://www.yso.fi/onto/yso/p5226,kanootit,vesikulkuneuvot,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L163,kansainvälinen yhteistyö,,,exactMatch,,http://www.yso.fi/onto/yso/p1730,kansainvälinen yhteistyö,yhteistyö,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L222,kansallinen identiteetti,,identiteetti,exactMatch,,http://www.yso.fi/onto/yso/p3351,kansallinen identiteetti,identiteetti,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L218,kansalliset vähemmistöt,,luonnonsuojelualueet; vähemmistöt,exactMatch,,http://www.yso.fi/onto/yso/p1816,kansalliset vähemmistöt,vähemmistöt,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L223,kansallisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p1818,kansallisuus,yhteiskunnalliset ominaisuudet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L492,kansallisuusliikkeet,,,exactMatch,,http://www.yso.fi/onto/yso/p1975,kansallisuusliikkeet,poliittiset liikkeet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L493,kansallisuuspolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p1817,kansallisuuspolitiikka,politiikka,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L495,kansanelämä,,,exactMatch,,http://www.yso.fi/onto/yso/p3687,kansanelämä,oleminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L358,kansanlaulut,,kansanmusiikki,exactMatch,,http://www.yso.fi/onto/yso/p2842,kansanlaulut,laulut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L499,kansanlääkintä,,,exactMatch,,http://www.yso.fi/onto/yso/p394,kansanlääkintä,parantaminen (terveys),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L233,kansanmusiikki,,kansanperinne; perinnemusiikki,exactMatch,,http://www.yso.fi/onto/yso/p2841,kansanmusiikki,perinnemusiikki,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L506,kansanmusiikki : inuitit,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L357,kansanmusiikki : saamelaiset,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L508,kansanopetus,,,exactMatch,,http://www.yso.fi/onto/yso/p12727,kansanopetus,opetus,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L245,kansanperinne,,,exactMatch,,http://www.yso.fi/onto/yso/p1362,kansanperinne,perinne,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L519,kansanpuvut : saamelaiset,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L511,kansanrunous,folklore,kansanperinne,exactMatch,,http://www.yso.fi/onto/yso/p1361,kansanrunous,lyriikka,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L522,kansansadut,,,exactMatch,,http://www.yso.fi/onto/yso/p12552,kansansadut,kansankertomukset; sadut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L514,kansantaide,,,exactMatch,,http://www.yso.fi/onto/yso/p15441,kansantaide,taide,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L524,kansantanssit : inuitit,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L526,kansantarinat,,,exactMatch,,http://www.yso.fi/onto/yso/p7686,kansantarinat,kansankertomukset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L496,kansantavat,,kansanperinne,exactMatch,,http://www.yso.fi/onto/yso/p3688,kansantavat,tavat (tapakulttuuri),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L191,kansanusko,,kansanperinne,exactMatch,,http://www.yso.fi/onto/yso/p798,kansanusko,usko,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L227,kansatiede,etnologia,perinnetieteet,exactMatch,,http://www.yso.fi/onto/yso/p9510,kansatiede,kulttuuriantropologia,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1181,Karanmeri,,Jäämeri,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L532,karhu,ruskeakarhu,karhut,exactMatch,,http://www.yso.fi/onto/yso/p21533,karhu,karhut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L181,karhukultti,,kultit; eläimet : palvonta,exactMatch,,http://www.yso.fi/onto/yso/p28457,karhukultti,kultit,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L398,karhut,,petoeläimet,exactMatch,,http://www.yso.fi/onto/yso/p8782,karhut,petoeläimet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L312,karibu,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L534,karjalaiset,,,exactMatch,,http://www.yso.fi/onto/yso/p13373,karjalaiset,itämerensuomalaiset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L1185,Karjalan tasavalta,,,exactMatch,,http://www.yso.fi/onto/yso/p106999,Karjalan tasavalta,Venäjä,P
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L536,karsikot,,kuolema; pyhät paikat,exactMatch,tämä ei ole kyllä oikea vastine: nonMatch?,http://www.yso.fi/onto/yso/p24863,karsikot,käyttöön liittyvä rooli,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L539,kartat,,,exactMatch,,http://www.yso.fi/onto/yso/p4987,kartat,kirjalliset teokset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L329,kasvihuoneilmiö,,,exactMatch,,http://www.yso.fi/onto/yso/p5726,kasvihuoneilmiö,fysikaaliset tapahtumat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L543,kasvillisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p1756,kasvillisuus,elolliset fyysiset kokonaisuudet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L547,kasvimaantiede,,,exactMatch,,http://www.yso.fi/onto/yso/p18910,kasvimaantiede,kasvitiede; eliömaantiede,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L548,kasvit,,,exactMatch,,http://www.yso.fi/onto/yso/p1755,kasvit,aitotumaiset,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L509,katekeettalaitos,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L552,katkaravut,,,exactMatch,,http://www.yso.fi/onto/yso/p19689,katkaravut,äyriäiset; ravut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L553,kauppa,,,exactMatch,,http://www.yso.fi/onto/yso/p4029,kauppa,omistuksen siirtäminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L560,kauppatiet,,,exactMatch,,http://www.yso.fi/onto/yso/p1209,kauppatiet,tiet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L561,Kautokeinon kapina,,lestadiolaisuus,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L564,kehdot,,,exactMatch,,http://www.yso.fi/onto/yso/p15782,kehdot,huonekalut,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L60,kehitysalueet,,alueet,exactMatch,,http://www.yso.fi/onto/yso/p15485,kehitysalueet,ihmisen määrittämät alueet,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L566,kehitysalueluotot,,luotot,exactMatch,,http://www.yso.fi/onto/yso/p16451,kehitysalueluotot,luotot,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L568,kelirikko,,,exactMatch,,http://www.yso.fi/onto/yso/p16931,kelirikko,keli,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L570,kelkkailu,,talviurheilu,exactMatch,,http://www.yso.fi/onto/yso/p6494,kelkkailu,talviurheilu,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L572,kelo,,puutavara,?,mikä ero kelopuiden kanssa? YSOssa kelopuut: http://www.yso.fi/onto/yso/p17210,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L574,kelonveisto,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L575,kelopuut,,,exactMatch,,http://www.yso.fi/onto/yso/p17210,kelopuut,puut (kasvit),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L576,keminsaamelaiset,,saamelaiset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L350,kenkäheinät,,,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L577,keräily,,,exactMatch,,http://www.yso.fi/onto/yso/p2897,keräily,omistuksen siirtäminen,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L579,keräilykulttuurit,,,exactMatch,,http://www.yso.fi/onto/yso/p1544,keräilykulttuurit,kulttuurit (kulttuurimuodot),K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L580,keräkurmitsa,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p17579,keräkurmitsa,kurmitsat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L154,keskiyön aurinko,,aurinko; tähtitiede,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L177,kestävä kehitys,,,exactMatch,,http://www.yso.fi/onto/yso/p8470,kestävä kehitys,kehitys,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L581,kesämatkailu,,matkailu,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L583,Kevitsa,Keivitsa,kaivokset,ei löydy,,,,,
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L219,kielelliset vähemmistöt,,vähemmistöt,exactMatch,,http://www.yso.fi/onto/yso/p9309,kielelliset vähemmistöt,vähemmistöt,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L129,kielenvaihto,,assimilaatio (sosiologia),exactMatch,,http://www.yso.fi/onto/yso/p23054,kielen vaihto,yhteiskunnalliset tapahtumat,K
Henri,http://urn.fi/URN:NBN:fi:au:lapponica:L584,kielikysymys,,,exactMatch,,http://www.yso.fi/onto/yso/p9308,kielikysymys,yhteiskunnalliset objektit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L585,kielimaantiede,,,exactMatch,,http://www.yso.fi/onto/yso/p3804,kielimaantiede,kielitiede,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L586,kielipesät,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L588,kielipolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p9310,kielipolitiikka,politiikka,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L510,kiertokoulu,,,exactMatch,,http://www.yso.fi/onto/yso/p12728,kiertokoulu,koulut (oppilaitokset),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L589,kiiruna,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p8996,kiiruna,metsäkanat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L591,kildininsaame,,saamen kieli; kuolansaame,exactMatch,eri prefLabel,http://www.yso.fi/onto/yso/p29561,kiltinänsaame,saamen kieli,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L263,kiljuhanhi,,linnut; hanhet,exactMatch,,http://www.yso.fi/onto/yso/p15981,kiljuhanhi,hanhet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L592,kirjallisuus : saamelaiset,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L466,kirjolohi,,kalat; lohikalat,exactMatch,,http://www.yso.fi/onto/yso/p12317,kirjolohi,lohikalat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L283,kirjonta,,käsityöt,exactMatch,,http://www.yso.fi/onto/yso/p13265,kirjonta,ompelu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L593,kirkkotuvat,,,exactMatch,,http://www.yso.fi/onto/yso/p22088,kirkkotuvat,julkiset rakennukset; tuvat (rakennukset),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L594,Kirunavaara,,kaivokset,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L595,kivikautiset kulttuurit,,,exactMatch,,http://www.yso.fi/onto/yso/p4740,kivikautiset kulttuurit,kulttuurit (kulttuurimuodot),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L597,knihtikontrahdit,,sotaväenotto; maanomistus,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L139,kodat,,asunnot,exactMatch,,http://www.yso.fi/onto/yso/p5381,kodat,asumukset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L1186,Koillisväylä,,,exactMatch,,http://www.yso.fi/onto/yso/p6434,Koillisväylä,meriväylät,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L601,koira,,,exactMatch,,http://www.yso.fi/onto/yso/p5319,koira,koiraeläimet,K
